now.Time,c,Transition,WaitA,WaitB,WaitC,DeskA,DeskB,DeskC,c.WaitTime,leave,Gone
235.69,c178,start_desk_A,[],[c177],[],"(c178, End=238.0)","(c175, End=239.7)",Free,0.00,,
237.75,c176,leave,[],[c177],[],"(c178, End=238.0)","(c175, End=239.7)",Free,,c176,
238.00,c178,leave,[],[c177],[],Free,"(c175, End=239.7)",Free,,c178,
238.42,c179,Arrive (Q_C),[],[c177],[c179],Free,"(c175, End=239.7)",Free,,,
238.42,c179,start_desk_C,[],[c177],[],Free,"(c175, End=239.7)","(c179, End=239.8)",0.00,,
239.49,c180,Arrive (Q_A),[c180],[c177],[],Free,"(c175, End=239.7)","(c179, End=239.8)",,,
239.49,c180,start_desk_A,[],[c177],[],"(c180, End=242.8)","(c175, End=239.7)","(c179, End=239.8)",0.00,,
239.75,c177,start_desk_B,[],[],[],"(c180, End=242.8)","(c177, End=242.0)","(c179, End=239.8)",4.29,,
239.75,c175,leave,[],[],[],"(c180, End=242.8)",Free,"(c179, End=239.8)",,c175,
239.80,c179,leave,[],[],[],"(c180, End=242.8)",Free,Free,,c179,
240.28,c181,Arrive (Q_A),[c181],[],[],"(c180, End=242.8)",Free,Free,,,
242.04,c177,leave,[c181],[],[],"(c180, End=242.8)",Free,Free,,c177,
242.42,c182,Arrive (Q_A),"[c181, c182]",[],[],"(c180, End=242.8)",Free,Free,,,
242.78,c181,start_desk_A,[c182],[],[],"(c181, End=244.9)",Free,Free,2.50,,
242.78,c180,leave,[c182],[],[],Free,Free,Free,,c180,
244.88,c182,start_desk_A,[],[],[],"(c182, End=251.1)",Free,Free,2.45,,
244.88,c181,leave,[],[],[],Free,Free,Free,,c181,
244.91,c183,Arrive (Q_B),[],[c183],[],Free,Free,Free,,,
244.91,c183,start_desk_B,[],[],[],Free,"(c183, End=249.2)",Free,0.00,,
245.15,c184,Arrive (Q_A),[c184],[],[],Free,"(c183, End=249.2)",Free,,,
245.20,c185,Arrive (Q_C),[c184],[],[c185],Free,"(c183, End=249.2)",Free,,,
245.20,c185,start_desk_C,[c184],[],[],Free,"(c183, End=249.2)","(c185, End=246.2)",0.00,,
246.23,c185,leave,[c184],[],[],Free,"(c183, End=249.2)",Free,,c185,
247.20,c186,Arrive (Q_A),"[c184, c186]",[],[],Free,"(c183, End=249.2)",Free,,,
247.50,c187,Arrive (Q_A),"[c184, c186, c187]",[],[],Free,"(c183, End=249.2)",Free,,,
248.04,c188,Arrive (Q_B),"[c184, c186, c187]",[c188],[],Free,"(c183, End=249.2)",Free,,,
248.54,c189,Arrive (Q_B),"[c184, c186, c187]","[c188, c189]",[],Free,"(c183, End=249.2)",Free,,,
249.22,c188,start_desk_B,"[c184, c186, c187]",[c189],[],Free,"(c188, End=252.6)",Free,1.19,,
249.22,c183,leave,"[c184, c186, c187]",[c189],[],Free,Free,Free,,c183,
249.96,c190,Arrive (Q_A),"[c184, c186, c187, c190]",[c189],[],Free,Free,Free,,,
251.07,c184,start_desk_A,"[c186, c187, c190]",[c189],[],"(c184, End=252.1)",Free,Free,5.92,,
251.07,c182,leave,"[c186, c187, c190]",[c189],[],Free,Free,Free,,c182,
251.74,c191,Arrive (Q_B),"[c186, c187, c190]","[c189, c191]",[],Free,Free,Free,,,
252.13,c186,start_desk_A,"[c187, c190]","[c189, c191]",[],"(c186, End=253.5)",Free,Free,4.92,,
252.13,c184,leave,"[c187, c190]","[c189, c191]",[],Free,Free,Free,,c184,
252.21,c192,Arrive (Q_A),"[c187, c190, c192]","[c189, c191]",[],Free,Free,Free,,,
252.58,c189,start_desk_B,"[c187, c190, c192]",[c191],[],Free,"(c189, End=254.7)",Free,4.05,,
252.58,c188,leave,"[c187, c190, c192]",[c191],[],Free,Free,Free,,c188,
253.52,c187,start_desk_A,"[c190, c192]",[c191],[],"(c187, End=255.8)",Free,Free,6.03,,
253.52,c186,leave,"[c190, c192]",[c191],[],Free,Free,Free,,c186,
253.88,c193,Arrive (Q_C),"[c190, c192]",[c191],[c193],Free,Free,Free,,,
253.88,c193,start_desk_C,"[c190, c192]",[c191],[],Free,Free,"(c193, End=256.4)",0.00,,
254.08,c194,Arrive (Q_C),"[c190, c192]",[c191],[c194],Free,Free,"(c193, End=256.4)",,,
254.73,c191,start_desk_B,"[c190, c192]",[],[c194],Free,"(c191, End=259.6)","(c193, End=256.4)",2.99,,
254.73,c189,leave,"[c190, c192]",[],[c194],Free,Free,"(c193, End=256.4)",,c189,
255.77,c190,start_desk_A,[c192],[],[c194],"(c190, End=257.7)",Free,"(c193, End=256.4)",5.80,,
255.77,c187,leave,[c192],[],[c194],Free,Free,"(c193, End=256.4)",,c187,
256.09,c195,Arrive (Q_C),[c192],[],"[c194, c195]",Free,Free,"(c193, End=256.4)",,,
256.44,c194,start_desk_C,[c192],[],[c195],Free,Free,"(c194, End=257.4)",2.36,,
256.44,c193,leave,[c192],[],[c195],Free,Free,Free,,c193,
257.45,c195,start_desk_C,[c192],[],[],Free,Free,"(c195, End=260.2)",1.35,,
257.45,c194,leave,[c192],[],[],Free,Free,Free,,c194,
257.59,c196,Arrive (Q_B),[c192],[c196],[],Free,Free,Free,,,
257.67,c192,start_desk_A,[],[c196],[],"(c192, End=267.1)",Free,Free,5.46,,
257.67,c190,leave,[],[c196],[],Free,Free,Free,,c190,
258.12,c197,Arrive (Q_B),[],"[c196, c197]",[],Free,Free,Free,,,
259.62,c196,start_desk_B,[],[c197],[],Free,"(c196, End=261.8)",Free,2.03,,
259.62,c191,leave,[],[c197],[],Free,Free,Free,,c191,
260.21,c195,leave,[],[c197],[],Free,Free,Free,,c195,
261.81,c197,start_desk_B,[],[],[],Free,"(c197, End=264.0)",Free,3.70,,
261.81,c196,leave,[],[],[],Free,Free,Free,,c196,
262.07,c198,Arrive (Q_B),[],[c198],[],Free,Free,Free,,,
264.03,c198,start_desk_B,[],[],[],Free,"(c198, End=267.1)",Free,1.95,,
264.03,c197,leave,[],[],[],Free,Free,Free,,c197,
264.28,c199,Arrive (Q_B),[],[c199],[],Free,Free,Free,,,
265.15,c200,Arrive (Q_A),[c200],[c199],[],Free,Free,Free,,,
265.48,c201,Arrive (Q_A),"[c200, c201]",[c199],[],Free,Free,Free,,,
265.73,c202,Arrive (Q_B),"[c200, c201]","[c199, c202]",[],Free,Free,Free,,,
265.73,c202,start_desk_C,"[c200, c201]",[c199],[],Free,Free,"(c202, End=267.8)",0.00,,
267.09,c199,start_desk_B,"[c200, c201]",[],[],Free,"(c199, End=271.7)","(c202, End=267.8)",2.81,,
267.09,c198,leave,"[c200, c201]",[],[],Free,Free,"(c202, End=267.8)",,c198,
267.11,c200,start_desk_A,[c201],[],[],"(c200, End=271.0)",Free,"(c202, End=267.8)",1.97,,
267.11,c192,leave,[c201],[],[],Free,Free,"(c202, End=267.8)",,c192,
267.49,c203,Arrive (Q_B),[c201],[c203],[],Free,Free,"(c202, End=267.8)",,,
267.59,c204,Arrive (Q_B),[c201],"[c203, c204]",[],Free,Free,"(c202, End=267.8)",,,
267.75,c202,leave,[c201],"[c203, c204]",[],Free,Free,Free,,c202,
269.18,c205,Arrive (Q_B),[c201],"[c203, c204, c205]",[],Free,Free,Free,,,
271.03,c201,start_desk_A,[],"[c203, c204, c205]",[],"(c201, End=275.8)",Free,Free,5.55,,
271.03,c200,leave,[],"[c203, c204, c205]",[],Free,Free,Free,,c200,
271.72,c203,start_desk_B,[],"[c204, c205]",[],Free,"(c203, End=276.9)",Free,4.23,,
271.72,c199,leave,[],"[c204, c205]",[],Free,Free,Free,,c199,
272.64,c206,Arrive (Q_A),[c206],"[c204, c205]",[],Free,Free,Free,,,
273.21,c207,Arrive (Q_B),[c206],"[c204, c205, c207]",[],Free,Free,Free,,,
273.58,c208,Arrive (Q_C),[c206],"[c204, c205, c207]",[c208],Free,Free,Free,,,
273.58,c208,start_desk_C,[c206],"[c204, c205, c207]",[],Free,Free,"(c208, End=276.5)",0.00,,
275.30,c209,Arrive (Q_B),[c206],"[c204, c205, c207, c209]",[],Free,Free,"(c208, End=276.5)",,,
275.30,c209,Switch B->C,[c206],"[c204, c205, c207]",[c209],Free,Free,"(c208, End=276.5)",,,
275.72,c210,Arrive (Q_B),[c206],"[c204, c205, c207, c210]",[c209],Free,Free,"(c208, End=276.5)",,,
275.83,c206,start_desk_A,[],"[c204, c205, c207, c210]",[c209],"(c206, End=276.9)",Free,"(c208, End=276.5)",3.19,,
275.83,c210,Switch B->A,[c210],"[c204, c205, c207]",[c209],"(c206, End=276.9)",Free,"(c208, End=276.5)",,,
275.83,c201,leave,[c210],"[c204, c205, c207]",[c209],Free,Free,"(c208, End=276.5)",,c201,
276.54,c204,start_desk_C,[c210],"[c205, c207]",[c209],Free,Free,"(c204, End=277.7)",8.96,,
276.54,c208,leave,[c210],"[c205, c207]",[c209],Free,Free,Free,,c208,
276.86,c205,start_desk_A,[c210],[c207],[c209],"(c205, End=278.8)",Free,Free,7.68,,
276.86,c206,leave,[c210],[c207],[c209],Free,Free,Free,,c206,
276.88,c207,start_desk_B,[c210],[],[c209],Free,"(c207, End=281.0)",Free,3.67,,
276.88,c203,leave,[c210],[],[c209],Free,Free,Free,,c203,
277.46,c211,Arrive (Q_A),"[c210, c211]",[],[c209],Free,Free,Free,,,
277.66,c209,start_desk_C,"[c210, c211]",[],[],Free,Free,"(c209, End=279.0)",2.36,,
277.66,c204,leave,"[c210, c211]",[],[],Free,Free,Free,,c204,
278.23,c212,Arrive (Q_B),"[c210, c211]",[c212],[],Free,Free,Free,,,
278.50,c213,Arrive (Q_B),"[c210, c211]","[c212, c213]",[],Free,Free,Free,,,
278.84,c211,start_desk_A,[c210],"[c212, c213]",[],"(c211, End=279.8)",Free,Free,1.38,,
278.84,c205,leave,[c210],"[c212, c213]",[],Free,Free,Free,,c205,
279.04,c209,leave,[c210],"[c212, c213]",[],Free,Free,Free,,c209,
279.18,c214,Arrive (Q_C),[c210],"[c212, c213]",[c214],Free,Free,Free,,,
279.18,c214,start_desk_C,[c210],"[c212, c213]",[],Free,Free,"(c214, End=281.8)",0.00,,
279.84,c210,start_desk_A,[],"[c212, c213]",[],"(c210, End=280.1)",Free,"(c214, End=281.8)",4.11,,
279.84,c211,leave,[],"[c212, c213]",[],Free,Free,"(c214, End=281.8)",,c211,
280.07,c213,start_desk_A,[],[c212],[],"(c213, End=285.0)",Free,"(c214, End=281.8)",1.57,,
280.07,c210,leave,[],[c212],[],Free,Free,"(c214, End=281.8)",,c210,
280.18,c215,Arrive (Q_C),[],[c212],[c215],Free,Free,"(c214, End=281.8)",,,
280.56,c216,Arrive (Q_B),[],"[c212, c216]",[c215],Free,Free,"(c214, End=281.8)",,,
280.98,c212,start_desk_B,[],[c216],[c215],Free,"(c212, End=284.0)","(c214, End=281.8)",2.75,,
280.98,c207,leave,[],[c216],[c215],Free,Free,"(c214, End=281.8)",,c207,
281.50,c217,Arrive (Q_B),[],"[c216, c217]",[c215],Free,Free,"(c214, End=281.8)",,,
281.77,c218,Arrive (Q_C),[],"[c216, c217]","[c215, c218]",Free,Free,"(c214, End=281.8)",,,
281.78,c215,start_desk_C,[],"[c216, c217]",[c218],Free,Free,"(c215, End=285.7)",1.60,,
281.78,c214,leave,[],"[c216, c217]",[c218],Free,Free,Free,,c214,
282.85,c219,Arrive (Q_B),[],"[c216, c217, c219]",[c218],Free,Free,Free,,,
283.78,c220,Arrive (Q_B),[],"[c216, c217, c219, c220]",[c218],Free,Free,Free,,,
283.78,c220,Switch B->A,[c220],"[c216, c217, c219]",[c218],Free,Free,Free,,,
283.98,c217,start_desk_B,[c220],"[c216, c219]",[c218],Free,"(c217, End=289.4)",Free,2.48,,
283.98,c212,leave,[c220],"[c216, c219]",[c218],Free,Free,Free,,c212,
284.99,c216,start_desk_A,[c220],[c219],[c218],"(c216, End=287.4)",Free,Free,4.43,,
284.99,c213,leave,[c220],[c219],[c218],Free,Free,Free,,c213,
285.69,c218,start_desk_C,[c220],[c219],[],Free,Free,"(c218, End=287.9)",3.92,,
285.69,c215,leave,[c220],[c219],[],Free,Free,Free,,c215,
285.70,c221,Arrive (Q_C),[c220],[c219],[c221],Free,Free,Free,,,
285.77,c222,Arrive (Q_A),"[c220, c222]",[c219],[c221],Free,Free,Free,,,
287.39,c223,Arrive (Q_C),"[c220, c222]",[c219],"[c221, c223]",Free,Free,Free,,,
287.41,c222,start_desk_A,[c220],[c219],"[c221, c223]","(c222, End=292.3)",Free,Free,1.64,,
287.41,c216,leave,[c220],[c219],"[c221, c223]",Free,Free,Free,,c216,
287.88,c221,start_desk_C,[c220],[c219],[c223],Free,Free,"(c221, End=289.2)",2.17,,
287.88,c218,leave,[c220],[c219],[c223],Free,Free,Free,,c218,
289.20,c223,start_desk_C,[c220],[c219],[],Free,Free,"(c223, End=291.1)",1.81,,
289.20,c221,leave,[c220],[c219],[],Free,Free,Free,,c221,
289.43,c219,start_desk_B,[c220],[],[],Free,"(c219, End=294.1)",Free,6.58,,
289.43,c217,leave,[c220],[],[],Free,Free,Free,,c217,
291.09,c223,leave,[c220],[],[],Free,Free,Free,,c223,
292.28,c222,leave,[c220],[],[],Free,Free,Free,,c222,
294.05,c220,start_desk_B,[],[],[],Free,"(c220, End=298.5)",Free,10.28,,
294.05,c219,leave,[],[],[],Free,Free,Free,,c219,
295.70,c224,Arrive (Q_C),[],[],[c224],Free,Free,Free,,,
295.70,c224,start_desk_C,[],[],[],Free,Free,"(c224, End=297.6)",0.00,,
297.09,c225,Arrive (Q_B),[],[c225],[],Free,Free,"(c224, End=297.6)",,,
297.61,c224,leave,[],[c225],[],Free,Free,Free,,c224,
298.48,c225,start_desk_B,[],[],[],Free,"(c225, End=302.1)",Free,1.39,,
298.48,c220,leave,[],[],[],Free,Free,Free,,c220,
299.41,c226,Arrive (Q_C),[],[],[c226],Free,Free,Free,,,
299.41,c226,start_desk_C,[],[],[],Free,Free,"(c226, End=301.4)",0.00,,
300.65,c227,Arrive (Q_C),[],[],[c227],Free,Free,"(c226, End=301.4)",,,
301.36,c227,start_desk_C,[],[],[],Free,Free,"(c227, End=305.3)",0.71,,
301.36,c226,leave,[],[],[],Free,Free,Free,,c226,
302.10,c225,leave,[],[],[],Free,Free,Free,,c225,
304.62,c228,Arrive (Q_A),[c228],[],[],Free,Free,Free,,,
304.62,c228,start_desk_A,[],[],[],"(c228, End=305.9)",Free,Free,0.00,,
305.27,c227,leave,[],[],[],"(c228, End=305.9)",Free,Free,,c227,
305.90,c229,Arrive (Q_C),[],[],[c229],"(c228, End=305.9)",Free,Free,,,
305.90,c229,start_desk_C,[],[],[],"(c228, End=305.9)",Free,"(c229, End=309.9)",0.00,,
305.92,c228,leave,[],[],[],Free,Free,"(c229, End=309.9)",,c228,
309.40,c230,Arrive (Q_B),[],[c230],[],Free,Free,"(c229, End=309.9)",,,
309.40,c230,start_desk_B,[],[],[],Free,"(c230, End=312.4)","(c229, End=309.9)",0.00,,
309.86,c229,leave,[],[],[],Free,"(c230, End=312.4)",Free,,c229,
310.69,c231,Arrive (Q_A),[c231],[],[],Free,"(c230, End=312.4)",Free,,,
310.69,c231,start_desk_A,[],[],[],"(c231, End=311.5)","(c230, End=312.4)",Free,0.00,,
311.54,c231,leave,[],[],[],Free,"(c230, End=312.4)",Free,,c231,
311.64,c232,Arrive (Q_C),[],[],[c232],Free,"(c230, End=312.4)",Free,,,
311.64,c232,start_desk_C,[],[],[],Free,"(c230, End=312.4)","(c232, End=313.7)",0.00,,
312.21,c233,Arrive (Q_B),[],[c233],[],Free,"(c230, End=312.4)","(c232, End=313.7)",,,
312.44,c233,start_desk_B,[],[],[],Free,"(c233, End=314.7)","(c232, End=313.7)",0.23,,
312.44,c230,leave,[],[],[],Free,Free,"(c232, End=313.7)",,c230,
312.70,c234,Arrive (Q_A),[c234],[],[],Free,Free,"(c232, End=313.7)",,,
312.70,c234,start_desk_A,[],[],[],"(c234, End=312.8)",Free,"(c232, End=313.7)",0.00,,
312.77,c234,leave,[],[],[],Free,Free,"(c232, End=313.7)",,c234,
313.03,c235,Arrive (Q_A),[c235],[],[],Free,Free,"(c232, End=313.7)",,,
313.03,c235,start_desk_A,[],[],[],"(c235, End=314.7)",Free,"(c232, End=313.7)",0.00,,
313.75,c232,leave,[],[],[],"(c235, End=314.7)",Free,Free,,c232,
314.66,c235,leave,[],[],[],Free,Free,Free,,c235,
314.74,c233,leave,[],[],[],Free,Free,Free,,c233,
316.70,c236,Arrive (Q_A),[c236],[],[],Free,Free,Free,,,
316.70,c236,start_desk_A,[],[],[],"(c236, End=321.9)",Free,Free,0.00,,
317.69,c237,Arrive (Q_B),[],[c237],[],"(c236, End=321.9)",Free,Free,,,
317.69,c237,start_desk_B,[],[],[],"(c236, End=321.9)","(c237, End=320.4)",Free,0.00,,
319.86,c238,Arrive (Q_C),[],[],[c238],"(c236, End=321.9)","(c237, End=320.4)",Free,,,
319.86,c238,start_desk_C,[],[],[],"(c236, End=321.9)","(c237, End=320.4)","(c238, End=323.3)",0.00,,
319.99,c239,Arrive (Q_A),[c239],[],[],"(c236, End=321.9)","(c237, End=320.4)","(c238, End=323.3)",,,
320.39,c237,leave,[c239],[],[],"(c236, End=321.9)",Free,"(c238, End=323.3)",,c237,
320.82,c240,Arrive (Q_B),[c239],[c240],[],"(c236, End=321.9)",Free,"(c238, End=323.3)",,,
320.82,c240,start_desk_B,[c239],[],[],"(c236, End=321.9)","(c240, End=322.9)","(c238, End=323.3)",0.00,,
321.56,c241,Arrive (Q_C),[c239],[],[c241],"(c236, End=321.9)","(c240, End=322.9)","(c238, End=323.3)",,,
321.94,c239,start_desk_A,[],[],[c241],"(c239, End=333.2)","(c240, End=322.9)","(c238, End=323.3)",1.95,,
321.94,c236,leave,[],[],[c241],Free,"(c240, End=322.9)","(c238, End=323.3)",,c236,
322.91,c240,leave,[],[],[c241],Free,Free,"(c238, End=323.3)",,c240,
323.30,c241,start_desk_C,[],[],[],Free,Free,"(c241, End=324.4)",1.74,,
323.30,c238,leave,[],[],[],Free,Free,Free,,c238,
323.68,c242,Arrive (Q_B),[],[c242],[],Free,Free,Free,,,
323.68,c242,start_desk_B,[],[],[],Free,"(c242, End=329.2)",Free,0.00,,
324.36,c241,leave,[],[],[],Free,"(c242, End=329.2)",Free,,c241,
326.48,c243,Arrive (Q_B),[],[c243],[],Free,"(c242, End=329.2)",Free,,,
326.80,c244,Arrive (Q_C),[],[c243],[c244],Free,"(c242, End=329.2)",Free,,,
326.80,c244,start_desk_C,[],[c243],[],Free,"(c242, End=329.2)","(c244, End=330.5)",0.00,,
327.07,c245,Arrive (Q_A),[c245],[c243],[],Free,"(c242, End=329.2)","(c244, End=330.5)",,,
327.41,c246,Arrive (Q_A),"[c245, c246]",[c243],[],Free,"(c242, End=329.2)","(c244, End=330.5)",,,
327.63,c247,Arrive (Q_C),"[c245, c246]",[c243],[c247],Free,"(c242, End=329.2)","(c244, End=330.5)",,,
328.78,c248,Arrive (Q_C),"[c245, c246]",[c243],"[c247, c248]",Free,"(c242, End=329.2)","(c244, End=330.5)",,,
329.19,c243,start_desk_B,"[c245, c246]",[],"[c247, c248]",Free,"(c243, End=333.8)","(c244, End=330.5)",2.72,,
329.19,c242,leave,"[c245, c246]",[],"[c247, c248]",Free,Free,"(c244, End=330.5)",,c242,
329.88,c249,Arrive (Q_C),"[c245, c246]",[],"[c247, c248, c249]",Free,Free,"(c244, End=330.5)",,,
330.30,c250,Arrive (Q_C),"[c245, c246]",[],"[c247, c248, c249, c250]",Free,Free,"(c244, End=330.5)",,,
330.45,c247,start_desk_C,"[c245, c246]",[],"[c248, c249, c250]",Free,Free,"(c247, End=332.7)",2.82,,
330.45,c244,leave,"[c245, c246]",[],"[c248, c249, c250]",Free,Free,Free,,c244,
332.00,c251,Arrive (Q_B),"[c245, c246]",[c251],"[c248, c249, c250]",Free,Free,Free,,,
332.07,c245,Resign (Dynamic Q_A),[c246],[c251],"[c248, c249, c250]",Free,Free,Free,,,c245
332.67,c248,start_desk_C,[c246],[c251],"[c249, c250]",Free,Free,"(c248, End=334.1)",3.89,,
332.67,c247,leave,[c246],[c251],"[c249, c250]",Free,Free,Free,,c247,
333.22,c246,start_desk_A,[],[c251],"[c249, c250]","(c246, End=334.3)",Free,Free,5.80,,
333.22,c239,leave,[],[c251],"[c249, c250]",Free,Free,Free,,c239,
333.84,c251,start_desk_B,[],[],"[c249, c250]",Free,"(c251, End=339.0)",Free,1.84,,
333.84,c243,leave,[],[],"[c249, c250]",Free,Free,Free,,c243,
334.13,c249,start_desk_C,[],[],[c250],Free,Free,"(c249, End=336.4)",4.25,,
334.13,c248,leave,[],[],[c250],Free,Free,Free,,c248,
334.26,c246,leave,[],[],[c250],Free,Free,Free,,c246,
334.26,c252,Arrive (Q_B),[],[c252],[c250],Free,Free,Free,,,
335.17,c253,Arrive (Q_A),[c253],[c252],[c250],Free,Free,Free,,,
335.17,c253,start_desk_A,[],[c252],[c250],"(c253, End=337.6)",Free,Free,0.00,,
336.39,c250,start_desk_C,[],[c252],[],"(c253, End=337.6)",Free,"(c250, End=338.4)",6.09,,
336.39,c249,leave,[],[c252],[],"(c253, End=337.6)",Free,Free,,c249,
336.70,c254,Arrive (Q_A),[c254],[c252],[],"(c253, End=337.6)",Free,Free,,,
337.53,c255,Arrive (Q_A),"[c254, c255]",[c252],[],"(c253, End=337.6)",Free,Free,,,
337.58,c254,start_desk_A,[c255],[c252],[],"(c254, End=340.1)",Free,Free,0.88,,
337.58,c253,leave,[c255],[c252],[],Free,Free,Free,,c253,
338.40,c250,leave,[c255],[c252],[],Free,Free,Free,,c250,
338.75,c256,Arrive (Q_B),[c255],"[c252, c256]",[],Free,Free,Free,,,
338.99,c252,start_desk_B,[c255],[c256],[],Free,"(c252, End=341.1)",Free,4.73,,
338.99,c251,leave,[c255],[c256],[],Free,Free,Free,,c251,
339.06,c257,Arrive (Q_C),[c255],[c256],[c257],Free,Free,Free,,,
339.06,c257,start_desk_C,[c255],[c256],[],Free,Free,"(c257, End=342.8)",0.00,,
339.07,c258,Arrive (Q_B),[c255],"[c256, c258]",[],Free,Free,"(c257, End=342.8)",,,
340.05,c255,start_desk_A,[],"[c256, c258]",[],"(c255, End=340.1)",Free,"(c257, End=342.8)",2.52,,
340.05,c254,leave,[],"[c256, c258]",[],Free,Free,"(c257, End=342.8)",,c254,
340.15,c255,leave,[],"[c256, c258]",[],Free,Free,"(c257, End=342.8)",,c255,
340.33,c259,Arrive (Q_C),[],"[c256, c258]",[c259],Free,Free,"(c257, End=342.8)",,,
341.10,c256,start_desk_B,[],[c258],[c259],Free,"(c256, End=346.3)","(c257, End=342.8)",2.35,,
341.10,c252,leave,[],[c258],[c259],Free,Free,"(c257, End=342.8)",,c252,
341.37,c260,Arrive (Q_A),[c260],[c258],[c259],Free,Free,"(c257, End=342.8)",,,
341.37,c260,start_desk_A,[],[c258],[c259],"(c260, End=343.1)",Free,"(c257, End=342.8)",0.00,,
342.81,c259,start_desk_C,[],[c258],[],"(c260, End=343.1)",Free,"(c259, End=344.6)",2.48,,
342.81,c257,leave,[],[c258],[],"(c260, End=343.1)",Free,Free,,c257,
343.06,c260,leave,[],[c258],[],Free,Free,Free,,c260,
344.59,c259,leave,[],[c258],[],Free,Free,Free,,c259,
346.34,c258,start_desk_B,[],[],[],Free,"(c258, End=350.5)",Free,7.27,,
346.34,c256,leave,[],[],[],Free,Free,Free,,c256,
346.60,c261,Arrive (Q_A),[c261],[],[],Free,Free,Free,,,
346.60,c261,start_desk_A,[],[],[],"(c261, End=349.7)",Free,Free,0.00,,
347.08,c262,Arrive (Q_B),[],[c262],[],"(c261, End=349.7)",Free,Free,,,
349.72,c261,leave,[],[c262],[],Free,Free,Free,,c261,
349.76,c263,Arrive (Q_B),[],"[c262, c263]",[],Free,Free,Free,,,
350.52,c262,start_desk_B,[],[c263],[],Free,"(c262, End=355.5)",Free,3.44,,
350.52,c258,leave,[],[c263],[],Free,Free,Free,,c258,
352.29,c264,Arrive (Q_C),[],[c263],[c264],Free,Free,Free,,,
352.29,c264,start_desk_C,[],[c263],[],Free,Free,"(c264, End=354.4)",0.00,,
352.33,c265,Arrive (Q_A),[c265],[c263],[],Free,Free,"(c264, End=354.4)",,,
352.33,c265,start_desk_A,[],[c263],[],"(c265, End=352.8)",Free,"(c264, End=354.4)",0.00,,
352.36,c266,Arrive (Q_A),[c266],[c263],[],"(c265, End=352.8)",Free,"(c264, End=354.4)",,,
352.77,c266,start_desk_A,[],[c263],[],"(c266, End=360.2)",Free,"(c264, End=354.4)",0.41,,
352.77,c265,leave,[],[c263],[],Free,Free,"(c264, End=354.4)",,c265,
352.88,c267,Arrive (Q_A),[c267],[c263],[],Free,Free,"(c264, End=354.4)",,,
353.01,c268,Arrive (Q_B),[c267],"[c263, c268]",[],Free,Free,"(c264, End=354.4)",,,
353.93,c269,Arrive (Q_B),[c267],"[c263, c268, c269]",[],Free,Free,"(c264, End=354.4)",,,
354.44,c264,leave,[c267],"[c263, c268, c269]",[],Free,Free,Free,,c264,
355.53,c263,start_desk_B,[c267],"[c268, c269]",[],Free,"(c263, End=360.5)",Free,5.77,,
355.53,c262,leave,[c267],"[c268, c269]",[],Free,Free,Free,,c262,
356.61,c270,Arrive (Q_B),[c267],"[c268, c269, c270]",[],Free,Free,Free,,,
357.05,c271,Arrive (Q_C),[c267],"[c268, c269, c270]",[c271],Free,Free,Free,,,
357.05,c271,start_desk_C,[c267],"[c268, c269, c270]",[],Free,Free,"(c271, End=359.4)",0.00,,
357.57,c272,Arrive (Q_B),[c267],"[c268, c269, c270, c272]",[],Free,Free,"(c271, End=359.4)",,,
357.57,c272,Switch B->C,[c267],"[c268, c269, c270]",[c272],Free,Free,"(c271, End=359.4)",,,
357.59,c273,Arrive (Q_B),[c267],"[c268, c269, c270, c273]",[c272],Free,Free,"(c271, End=359.4)",,,
358.70,c274,Arrive (Q_C),[c267],"[c268, c269, c270, c273]","[c272, c274]",Free,Free,"(c271, End=359.4)",,,
359.35,c275,Arrive (Q_A),"[c267, c275]","[c268, c269, c270, c273]","[c272, c274]",Free,Free,"(c271, End=359.4)",,,
359.44,c268,start_desk_C,"[c267, c275]","[c269, c270, c273]","[c272, c274]",Free,Free,"(c268, End=362.0)",6.43,,
359.44,c271,leave,"[c267, c275]","[c269, c270, c273]","[c272, c274]",Free,Free,Free,,c271,
359.52,c276,Arrive (Q_C),"[c267, c275]","[c269, c270, c273]","[c272, c274, c276]",Free,Free,Free,,,
359.62,c277,Arrive (Q_C),"[c267, c275]","[c269, c270, c273]","[c272, c274, c276, c277]",Free,Free,Free,,,
360.23,c267,start_desk_A,[c275],"[c269, c270, c273]","[c272, c274, c276, c277]","(c267, End=360.7)",Free,Free,7.34,,
360.23,c266,leave,[c275],"[c269, c270, c273]","[c272, c274, c276, c277]",Free,Free,Free,,c266,
360.55,c269,start_desk_B,[c275],"[c270, c273]","[c272, c274, c276, c277]",Free,"(c269, End=365.7)",Free,6.62,,
360.55,c263,leave,[c275],"[c270, c273]","[c272, c274, c276, c277]",Free,Free,Free,,c263,
360.68,c275,start_desk_A,[],"[c270, c273]","[c272, c274, c276, c277]","(c275, End=362.6)",Free,Free,1.33,,
